,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1460,Existing Customer,30.0,F,1.0,Graduate,Single,Less than $40K,Blue,20.0,5.0,2.0,3.0,5030.0,1327.0,0.8029999999999999,2523.0,71.0,0.775,0.264
1463,Existing Customer,48.0,M,3.0,High School,Single,$40K - $60K,Blue,36.0,3.0,2.0,3.0,7400.0,636.0,0.972,1568.0,51.0,0.5,0.086
1464,Existing Customer,53.0,F,2.0,Graduate,Married,$40K - $60K,Blue,36.0,6.0,2.0,4.0,2956.0,1391.0,0.698,2116.0,63.0,0.575,0.47100000000000003
1465,Attrited Customer,42.0,F,5.0,High School,Married,Unknown,Blue,30.0,3.0,1.0,4.0,3578.0,0.0,0.759,1015.0,36.0,0.44,0.0
1466,Attrited Customer,53.0,M,2.0,Graduate,Married,$120K +,Blue,36.0,1.0,3.0,2.0,12778.0,507.0,0.9670000000000001,1133.0,28.0,0.4,0.04
1467,Existing Customer,58.0,F,2.0,Uneducated,Married,Less than $40K,Blue,45.0,3.0,3.0,4.0,1942.0,1536.0,0.615,1371.0,38.0,0.40700000000000003,0.7909999999999999
1471,Existing Customer,54.0,M,1.0,College,Married,$120K +,Blue,44.0,4.0,3.0,2.0,2821.0,2415.0,0.441,1419.0,36.0,0.8,0.856
1472,Existing Customer,59.0,M,0.0,High School,Married,Less than $40K,Blue,47.0,6.0,3.0,4.0,1479.0,787.0,0.865,2139.0,70.0,0.556,0.532
1474,Existing Customer,37.0,M,4.0,Post-Graduate,Married,$40K - $60K,Blue,27.0,5.0,1.0,4.0,6859.0,1766.0,1.186,3045.0,56.0,0.6970000000000001,0.257
1475,Existing Customer,36.0,M,3.0,High School,Divorced,$120K +,Blue,36.0,3.0,2.0,3.0,3404.0,1568.0,1.055,2406.0,65.0,0.857,0.461
1477,Attrited Customer,35.0,F,3.0,Graduate,Single,Less than $40K,Blue,22.0,1.0,2.0,1.0,1890.0,666.0,0.691,1483.0,36.0,0.5,0.35200000000000004
1478,Attrited Customer,40.0,M,1.0,Post-Graduate,Married,$60K - $80K,Blue,36.0,6.0,3.0,4.0,18386.0,890.0,0.361,1698.0,43.0,0.483,0.048
1480,Existing Customer,39.0,M,1.0,Unknown,Divorced,$80K - $120K,Blue,34.0,6.0,1.0,3.0,3766.0,1049.0,0.6659999999999999,1514.0,51.0,0.645,0.27899999999999997
1483,Existing Customer,49.0,M,2.0,High School,Unknown,$60K - $80K,Blue,42.0,6.0,1.0,2.0,3017.0,786.0,1.081,1640.0,37.0,0.762,0.261
1487,Existing Customer,53.0,F,2.0,Graduate,Married,Less than $40K,Blue,40.0,6.0,2.0,4.0,6174.0,1421.0,0.669,2043.0,52.0,0.7929999999999999,0.23
1489,Existing Customer,32.0,M,0.0,High School,Married,$60K - $80K,Blue,26.0,5.0,2.0,3.0,5397.0,1784.0,0.904,2056.0,49.0,0.633,0.331
1492,Existing Customer,45.0,F,3.0,High School,Married,Less than $40K,Blue,37.0,4.0,1.0,3.0,2104.0,1267.0,0.677,1732.0,35.0,1.0590000000000002,0.602
1493,Existing Customer,49.0,M,3.0,Graduate,Married,$80K - $120K,Blue,37.0,4.0,1.0,4.0,15610.0,2048.0,0.657,1916.0,58.0,0.526,0.131
1496,Existing Customer,64.0,F,0.0,Doctorate,Married,Less than $40K,Blue,53.0,4.0,1.0,3.0,5462.0,1864.0,0.67,1523.0,35.0,0.667,0.341
1497,Existing Customer,37.0,F,2.0,Unknown,Unknown,Less than $40K,Blue,27.0,5.0,1.0,2.0,2868.0,1434.0,0.777,2909.0,64.0,0.488,0.5
1498,Existing Customer,31.0,M,1.0,Post-Graduate,Married,$60K - $80K,Blue,22.0,5.0,1.0,3.0,2685.0,1580.0,0.727,1642.0,36.0,0.636,0.588
1500,Existing Customer,32.0,F,3.0,High School,Married,Less than $40K,Blue,22.0,4.0,2.0,4.0,4561.0,2029.0,0.768,1874.0,38.0,0.52,0.445
1501,Existing Customer,53.0,M,2.0,High School,Married,$120K +,Blue,39.0,3.0,2.0,3.0,13091.0,985.0,0.322,1452.0,37.0,0.276,0.075
1502,Existing Customer,62.0,F,0.0,Graduate,Married,Unknown,Blue,51.0,3.0,3.0,3.0,10826.0,1274.0,0.602,1355.0,34.0,0.619,0.11800000000000001
1504,Existing Customer,49.0,F,5.0,Graduate,Divorced,Unknown,Blue,35.0,6.0,3.0,4.0,2561.0,0.0,1.021,2047.0,41.0,0.8640000000000001,0.0
1505,Existing Customer,30.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,2.0,2.0,7087.0,1060.0,0.7090000000000001,1712.0,37.0,0.609,0.15
1507,Existing Customer,41.0,M,1.0,Post-Graduate,Single,$40K - $60K,Blue,32.0,3.0,2.0,4.0,10266.0,1390.0,0.593,1720.0,42.0,0.556,0.135
1508,Existing Customer,27.0,F,1.0,Unknown,Single,Less than $40K,Blue,36.0,3.0,3.0,3.0,1553.0,723.0,0.6659999999999999,1954.0,43.0,0.344,0.466
1509,Existing Customer,33.0,F,2.0,Uneducated,Married,$40K - $60K,Blue,23.0,4.0,2.0,4.0,6732.0,0.0,0.856,1644.0,45.0,0.731,0.0
1510,Existing Customer,56.0,M,2.0,High School,Married,$120K +,Blue,37.0,3.0,1.0,2.0,12181.0,1702.0,0.8340000000000001,1478.0,33.0,0.5,0.14
1511,Existing Customer,36.0,M,3.0,High School,Married,$80K - $120K,Blue,27.0,3.0,1.0,2.0,7056.0,0.0,0.815,1739.0,35.0,0.8420000000000001,0.0
1512,Existing Customer,35.0,M,1.0,Graduate,Single,$60K - $80K,Blue,25.0,6.0,1.0,2.0,14365.0,0.0,0.61,2290.0,62.0,0.632,0.0
1513,Existing Customer,27.0,M,0.0,Graduate,Married,$40K - $60K,Blue,36.0,3.0,2.0,4.0,11473.0,829.0,0.7070000000000001,2147.0,41.0,0.519,0.07200000000000001
1515,Existing Customer,48.0,M,2.0,Graduate,Divorced,$60K - $80K,Blue,33.0,4.0,2.0,4.0,2998.0,1789.0,0.807,1825.0,31.0,0.348,0.597
1517,Existing Customer,38.0,M,1.0,Graduate,Married,$60K - $80K,Blue,31.0,6.0,3.0,3.0,2405.0,1553.0,1.156,2503.0,40.0,0.667,0.6459999999999999
1518,Existing Customer,36.0,M,1.0,Post-Graduate,Married,$80K - $120K,Blue,26.0,3.0,4.0,2.0,21927.0,1291.0,0.8640000000000001,1946.0,37.0,0.542,0.059000000000000004
1519,Existing Customer,56.0,M,1.0,High School,Married,$80K - $120K,Blue,36.0,4.0,1.0,2.0,3906.0,1851.0,0.73,1839.0,33.0,0.833,0.474
1520,Existing Customer,32.0,M,1.0,Doctorate,Single,$60K - $80K,Blue,27.0,5.0,3.0,3.0,10029.0,606.0,0.727,2192.0,58.0,0.657,0.06
1524,Existing Customer,32.0,M,1.0,High School,Married,$60K - $80K,Blue,24.0,4.0,2.0,2.0,4116.0,1223.0,0.73,1657.0,38.0,0.52,0.297
1525,Existing Customer,56.0,F,2.0,High School,Single,$40K - $60K,Blue,36.0,4.0,1.0,2.0,13904.0,625.0,0.6729999999999999,3151.0,67.0,0.595,0.045
1527,Existing Customer,54.0,M,2.0,Unknown,Married,$80K - $120K,Blue,44.0,4.0,1.0,2.0,12902.0,1860.0,0.49200000000000005,1273.0,33.0,0.375,0.14400000000000002
1528,Existing Customer,37.0,F,4.0,Uneducated,Married,Less than $40K,Blue,36.0,4.0,1.0,4.0,2509.0,1144.0,0.6920000000000001,1804.0,38.0,0.583,0.456
1529,Existing Customer,38.0,F,1.0,Graduate,Single,Less than $40K,Blue,22.0,3.0,3.0,3.0,2484.0,2149.0,0.669,1200.0,28.0,0.647,0.865
1530,Existing Customer,35.0,M,3.0,College,Single,$60K - $80K,Blue,36.0,5.0,1.0,3.0,2780.0,0.0,0.565,2469.0,67.0,0.8109999999999999,0.0
1533,Existing Customer,29.0,M,0.0,Graduate,Married,$40K - $60K,Blue,18.0,4.0,3.0,4.0,4532.0,0.0,0.7340000000000001,1885.0,55.0,0.528,0.0
1534,Existing Customer,33.0,M,2.0,Graduate,Married,$80K - $120K,Blue,28.0,4.0,2.0,2.0,22399.0,1431.0,1.0190000000000001,2390.0,62.0,0.722,0.064
1536,Existing Customer,35.0,F,2.0,Graduate,Single,Unknown,Blue,25.0,4.0,1.0,4.0,10329.0,514.0,0.708,2461.0,68.0,0.838,0.05
1537,Existing Customer,43.0,F,1.0,Unknown,Divorced,Less than $40K,Blue,36.0,4.0,2.0,3.0,2637.0,1272.0,0.728,1569.0,39.0,1.053,0.48200000000000004
1538,Existing Customer,27.0,F,0.0,High School,Married,Less than $40K,Blue,22.0,4.0,1.0,2.0,1864.0,1384.0,0.904,1662.0,32.0,0.391,0.742
1539,Existing Customer,52.0,F,2.0,Graduate,Single,Unknown,Blue,47.0,6.0,3.0,3.0,13276.0,1917.0,1.075,1901.0,33.0,0.833,0.14400000000000002
1540,Existing Customer,31.0,M,1.0,Graduate,Single,$40K - $60K,Blue,25.0,5.0,3.0,3.0,1935.0,1033.0,0.623,2498.0,60.0,1.0,0.534
1541,Existing Customer,45.0,M,4.0,Graduate,Divorced,$60K - $80K,Blue,37.0,5.0,2.0,4.0,6784.0,891.0,1.047,1900.0,28.0,0.556,0.131
1542,Existing Customer,35.0,M,2.0,High School,Married,$60K - $80K,Blue,36.0,4.0,2.0,4.0,19127.0,1880.0,0.7879999999999999,1859.0,33.0,0.5710000000000001,0.098
1544,Existing Customer,61.0,M,1.0,Uneducated,Married,$40K - $60K,Blue,47.0,5.0,3.0,4.0,1438.3,847.0,0.436,1397.0,43.0,0.483,0.589
1545,Existing Customer,37.0,F,1.0,Graduate,Married,Less than $40K,Blue,31.0,5.0,2.0,2.0,2417.0,1929.0,0.8859999999999999,1773.0,42.0,0.556,0.7979999999999999
1546,Existing Customer,38.0,M,2.0,Unknown,Married,$80K - $120K,Blue,34.0,4.0,1.0,3.0,19259.0,2266.0,0.92,1388.0,27.0,0.929,0.11800000000000001
1547,Existing Customer,54.0,F,3.0,Unknown,Married,Less than $40K,Blue,50.0,6.0,2.0,2.0,3796.0,2396.0,0.569,2069.0,54.0,0.742,0.631
1548,Existing Customer,40.0,M,5.0,Unknown,Unknown,$80K - $120K,Blue,22.0,6.0,1.0,4.0,4042.0,1744.0,0.5820000000000001,1471.0,37.0,0.542,0.431
1549,Existing Customer,47.0,M,5.0,College,Married,$120K +,Blue,34.0,3.0,1.0,2.0,17603.0,1063.0,1.065,2902.0,64.0,0.6409999999999999,0.06
1550,Existing Customer,55.0,F,2.0,Graduate,Married,$40K - $60K,Blue,46.0,6.0,1.0,4.0,2894.0,2077.0,0.574,1017.0,25.0,0.562,0.718
1551,Existing Customer,37.0,M,5.0,Post-Graduate,Married,$80K - $120K,Blue,26.0,2.0,1.0,2.0,16730.0,1956.0,0.675,1740.0,43.0,0.536,0.11699999999999999
1552,Existing Customer,36.0,F,0.0,College,Single,Less than $40K,Blue,27.0,6.0,3.0,2.0,3282.0,1843.0,0.625,2614.0,79.0,0.6459999999999999,0.562
1554,Existing Customer,26.0,M,0.0,High School,Single,$60K - $80K,Blue,21.0,6.0,2.0,3.0,1672.0,957.0,0.5760000000000001,2099.0,34.0,0.41700000000000004,0.5720000000000001
1555,Existing Customer,45.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,36.0,4.0,3.0,3.0,8121.0,1595.0,0.743,1914.0,45.0,0.5,0.196
1556,Existing Customer,36.0,F,2.0,Unknown,Married,Less than $40K,Blue,26.0,4.0,1.0,4.0,3182.0,2435.0,0.868,1670.0,30.0,0.765,0.765
1557,Existing Customer,60.0,M,0.0,Post-Graduate,Married,$60K - $80K,Blue,49.0,5.0,1.0,4.0,3182.0,1928.0,0.509,1233.0,35.0,0.4,0.606
1558,Attrited Customer,30.0,M,1.0,Post-Graduate,Divorced,Less than $40K,Blue,36.0,6.0,2.0,4.0,5061.0,0.0,0.9109999999999999,1309.0,38.0,0.462,0.0
1559,Existing Customer,39.0,M,4.0,High School,Married,$60K - $80K,Blue,28.0,5.0,3.0,3.0,6224.0,1898.0,1.103,3014.0,58.0,0.706,0.305
1562,Existing Customer,39.0,M,3.0,Graduate,Married,$60K - $80K,Blue,33.0,4.0,3.0,2.0,3477.0,1875.0,0.907,1897.0,50.0,1.083,0.539
1563,Existing Customer,38.0,M,2.0,Graduate,Married,$80K - $120K,Blue,24.0,5.0,2.0,2.0,3242.0,2076.0,0.612,1841.0,46.0,0.5329999999999999,0.64
1565,Existing Customer,26.0,M,0.0,Graduate,Single,Less than $40K,Blue,20.0,6.0,2.0,3.0,1438.3,495.0,1.062,2546.0,40.0,0.33299999999999996,0.344
1567,Existing Customer,38.0,M,3.0,High School,Married,$80K - $120K,Blue,22.0,4.0,2.0,3.0,6361.0,694.0,0.8440000000000001,1499.0,31.0,0.938,0.109
1571,Existing Customer,35.0,M,2.0,Uneducated,Single,$60K - $80K,Blue,21.0,4.0,3.0,3.0,7766.0,1278.0,0.8059999999999999,2423.0,74.0,0.609,0.165
1572,Existing Customer,40.0,M,3.0,Uneducated,Single,$40K - $60K,Silver,33.0,4.0,1.0,3.0,21308.0,564.0,0.44799999999999995,1322.0,38.0,0.652,0.026000000000000002
1573,Existing Customer,30.0,M,0.0,High School,Married,$60K - $80K,Blue,36.0,5.0,2.0,4.0,4516.0,2252.0,0.889,1819.0,24.0,0.846,0.499
1574,Existing Customer,42.0,F,3.0,College,Single,$40K - $60K,Blue,30.0,6.0,3.0,2.0,5424.0,1812.0,0.513,1634.0,44.0,0.76,0.33399999999999996
1575,Existing Customer,62.0,F,0.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,2.0,2.0,1764.0,1540.0,0.937,2094.0,47.0,0.958,0.873
1576,Attrited Customer,50.0,F,1.0,Post-Graduate,Single,$40K - $60K,Blue,46.0,1.0,3.0,3.0,1493.0,932.0,0.466,1554.0,43.0,0.344,0.624
1577,Existing Customer,56.0,M,3.0,College,Married,$120K +,Blue,43.0,6.0,2.0,2.0,17539.0,2517.0,0.743,1220.0,30.0,0.765,0.14400000000000002
1579,Existing Customer,35.0,F,3.0,Uneducated,Married,Less than $40K,Blue,25.0,4.0,1.0,2.0,2149.0,1118.0,0.903,1581.0,30.0,1.0,0.52
1580,Existing Customer,57.0,F,2.0,Graduate,Married,Less than $40K,Blue,44.0,3.0,4.0,4.0,6256.0,1530.0,0.647,1629.0,43.0,0.344,0.245
1581,Existing Customer,33.0,F,2.0,High School,Single,Unknown,Blue,25.0,5.0,1.0,4.0,11922.0,792.0,0.667,2154.0,61.0,0.525,0.066
1583,Existing Customer,53.0,M,3.0,Graduate,Married,$80K - $120K,Blue,36.0,5.0,1.0,4.0,7290.0,2151.0,0.583,1312.0,29.0,0.526,0.295
1584,Existing Customer,50.0,M,2.0,College,Single,$60K - $80K,Blue,36.0,5.0,3.0,2.0,5965.0,688.0,0.6729999999999999,3382.0,58.0,1.071,0.115
1586,Existing Customer,37.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,3.0,2.0,3.0,6077.0,1397.0,0.8340000000000001,2837.0,74.0,0.609,0.23
1587,Existing Customer,37.0,M,2.0,Doctorate,Married,$40K - $60K,Blue,29.0,3.0,3.0,2.0,1808.0,1009.0,0.7959999999999999,1744.0,35.0,0.9440000000000001,0.5579999999999999
1589,Attrited Customer,58.0,M,0.0,Unknown,Single,$40K - $60K,Blue,45.0,3.0,1.0,3.0,3421.0,2517.0,0.992,992.0,21.0,0.4,0.736
1590,Existing Customer,63.0,F,0.0,College,Married,$40K - $60K,Blue,53.0,6.0,1.0,4.0,3118.0,1528.0,0.604,1291.0,24.0,0.6,0.49
1591,Existing Customer,43.0,M,1.0,Graduate,Single,$60K - $80K,Blue,37.0,4.0,3.0,4.0,20013.0,922.0,0.655,1518.0,39.0,0.625,0.046
1593,Existing Customer,37.0,F,1.0,Unknown,Single,Less than $40K,Blue,32.0,6.0,3.0,3.0,9661.0,0.0,0.9259999999999999,2825.0,60.0,0.818,0.0
1594,Existing Customer,53.0,M,4.0,Graduate,Married,$60K - $80K,Blue,44.0,3.0,2.0,4.0,1973.0,1324.0,0.805,1587.0,38.0,0.52,0.6709999999999999
1595,Existing Customer,55.0,M,3.0,Unknown,Married,$120K +,Blue,49.0,3.0,2.0,4.0,9926.0,2018.0,0.618,2235.0,57.0,0.35700000000000004,0.203
1597,Existing Customer,51.0,M,3.0,High School,Single,$120K +,Blue,36.0,5.0,1.0,4.0,20741.0,2504.0,0.8,1818.0,51.0,1.04,0.121
1598,Existing Customer,36.0,M,4.0,Graduate,Single,$80K - $120K,Blue,24.0,6.0,1.0,2.0,16335.0,892.0,0.6729999999999999,2733.0,71.0,0.919,0.055
1600,Existing Customer,34.0,F,2.0,Graduate,Single,Less than $40K,Blue,24.0,5.0,3.0,3.0,5712.0,1955.0,0.9690000000000001,2617.0,54.0,0.8,0.342
1601,Existing Customer,57.0,M,0.0,Doctorate,Married,$60K - $80K,Blue,36.0,3.0,1.0,2.0,5335.0,1206.0,0.69,1844.0,49.0,0.75,0.226
1603,Existing Customer,29.0,M,0.0,Uneducated,Married,$60K - $80K,Blue,20.0,5.0,2.0,3.0,8592.0,1201.0,0.778,1842.0,50.0,0.852,0.14
1604,Existing Customer,37.0,F,3.0,Post-Graduate,Married,Less than $40K,Blue,26.0,5.0,3.0,2.0,1910.0,1164.0,0.7440000000000001,2028.0,39.0,1.053,0.609
1605,Existing Customer,53.0,F,2.0,College,Single,Less than $40K,Blue,45.0,6.0,3.0,3.0,6210.0,1083.0,0.621,3095.0,62.0,0.59,0.174
1606,Existing Customer,36.0,M,3.0,College,Married,$40K - $60K,Blue,31.0,6.0,2.0,4.0,2220.0,1337.0,0.768,1685.0,44.0,0.375,0.602
1607,Existing Customer,49.0,M,5.0,Unknown,Single,$40K - $60K,Silver,41.0,4.0,2.0,2.0,20756.0,1710.0,0.816,1502.0,31.0,0.8240000000000001,0.08199999999999999
1609,Existing Customer,53.0,M,3.0,Graduate,Married,$60K - $80K,Blue,36.0,4.0,3.0,2.0,3539.0,2517.0,0.569,1677.0,45.0,0.5,0.711
1610,Existing Customer,52.0,M,1.0,Graduate,Married,$120K +,Blue,44.0,6.0,1.0,4.0,9274.0,2097.0,0.7759999999999999,2048.0,59.0,0.639,0.226
1613,Existing Customer,50.0,M,0.0,Uneducated,Married,$60K - $80K,Blue,36.0,4.0,3.0,3.0,2334.0,707.0,0.561,1386.0,30.0,0.5,0.303
1615,Existing Customer,53.0,F,2.0,Unknown,Married,Less than $40K,Blue,44.0,3.0,2.0,4.0,3519.0,0.0,0.5479999999999999,1670.0,33.0,0.65,0.0
1616,Existing Customer,53.0,M,1.0,Unknown,Married,$120K +,Blue,48.0,3.0,2.0,3.0,3088.0,2083.0,0.633,1561.0,40.0,0.5379999999999999,0.675
1618,Existing Customer,39.0,M,4.0,High School,Married,$60K - $80K,Blue,31.0,3.0,1.0,4.0,11906.0,2032.0,0.465,1642.0,39.0,0.625,0.171
1619,Existing Customer,53.0,F,3.0,High School,Married,Unknown,Blue,36.0,4.0,2.0,4.0,11098.0,821.0,0.8959999999999999,2156.0,46.0,0.586,0.07400000000000001
1620,Existing Customer,36.0,M,3.0,Uneducated,Married,$60K - $80K,Blue,22.0,6.0,3.0,4.0,2224.0,1772.0,0.81,2004.0,44.0,0.419,0.797
1621,Existing Customer,35.0,F,2.0,Graduate,Married,$40K - $60K,Blue,36.0,4.0,3.0,4.0,3454.0,1603.0,1.078,1575.0,41.0,0.519,0.46399999999999997
1622,Existing Customer,37.0,F,2.0,High School,Single,Less than $40K,Blue,36.0,4.0,2.0,2.0,5723.0,1873.0,0.851,2732.0,63.0,0.853,0.327
1623,Existing Customer,36.0,F,1.0,Unknown,Single,Less than $40K,Blue,36.0,4.0,2.0,3.0,9239.0,1421.0,0.823,2246.0,44.0,0.833,0.154
1624,Existing Customer,39.0,M,2.0,College,Single,$80K - $120K,Blue,24.0,4.0,3.0,2.0,4061.0,1775.0,0.6859999999999999,1602.0,40.0,0.667,0.43700000000000006
1626,Existing Customer,45.0,F,1.0,Unknown,Married,Less than $40K,Blue,32.0,4.0,1.0,3.0,6373.0,1562.0,0.573,3483.0,82.0,0.64,0.245
1629,Existing Customer,40.0,F,4.0,Graduate,Married,Less than $40K,Blue,24.0,3.0,3.0,2.0,8014.0,1402.0,0.873,1596.0,34.0,0.789,0.175
1630,Existing Customer,35.0,F,2.0,College,Married,$40K - $60K,Blue,29.0,6.0,1.0,3.0,10980.0,1726.0,0.856,1830.0,36.0,0.636,0.157
1631,Existing Customer,54.0,M,3.0,Post-Graduate,Married,$120K +,Blue,42.0,6.0,3.0,4.0,3092.0,2165.0,0.6759999999999999,1369.0,37.0,0.542,0.7
1633,Existing Customer,59.0,M,0.0,Uneducated,Single,$40K - $60K,Blue,46.0,3.0,3.0,3.0,1648.0,997.0,0.7759999999999999,1776.0,36.0,0.565,0.605
1635,Existing Customer,46.0,M,2.0,High School,Married,$60K - $80K,Blue,35.0,6.0,3.0,3.0,13768.0,763.0,0.7120000000000001,1390.0,44.0,0.76,0.055
1636,Existing Customer,29.0,F,1.0,Graduate,Married,Unknown,Blue,19.0,3.0,3.0,4.0,1709.0,1465.0,0.5579999999999999,1757.0,48.0,0.5479999999999999,0.857
1637,Existing Customer,38.0,M,3.0,Graduate,Single,$40K - $60K,Blue,19.0,5.0,2.0,3.0,1705.0,0.0,0.604,3342.0,62.0,0.8240000000000001,0.0
1638,Existing Customer,31.0,M,0.0,Graduate,Divorced,$60K - $80K,Blue,25.0,6.0,1.0,2.0,8673.0,0.0,0.8759999999999999,2457.0,58.0,0.9329999999999999,0.0
1639,Existing Customer,35.0,M,1.0,High School,Married,$60K - $80K,Blue,21.0,5.0,2.0,2.0,6391.0,2317.0,0.831,2274.0,61.0,1.033,0.363
1640,Existing Customer,56.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,45.0,4.0,2.0,2.0,11102.0,1946.0,0.625,1448.0,36.0,1.0,0.175
1643,Existing Customer,29.0,M,1.0,College,Single,$60K - $80K,Blue,36.0,5.0,3.0,2.0,5346.0,0.0,0.9279999999999999,3253.0,80.0,0.818,0.0
1644,Existing Customer,32.0,M,0.0,Graduate,Single,$40K - $60K,Blue,21.0,6.0,2.0,3.0,2801.0,1472.0,1.0270000000000001,2467.0,54.0,0.8,0.526
1648,Existing Customer,38.0,M,2.0,Graduate,Married,$80K - $120K,Blue,29.0,5.0,3.0,3.0,7535.0,2517.0,0.813,1655.0,41.0,0.5770000000000001,0.33399999999999996
1650,Existing Customer,62.0,F,2.0,Graduate,Married,Less than $40K,Blue,51.0,6.0,2.0,4.0,2986.0,1632.0,0.883,2141.0,55.0,0.667,0.547
1651,Existing Customer,35.0,F,2.0,Graduate,Married,Unknown,Blue,23.0,4.0,2.0,2.0,6729.0,2375.0,0.579,2080.0,50.0,0.35100000000000003,0.353
1652,Existing Customer,36.0,M,1.0,Graduate,Single,$60K - $80K,Blue,36.0,3.0,3.0,4.0,2601.0,1817.0,0.6629999999999999,2542.0,67.0,0.675,0.6990000000000001
1654,Existing Customer,27.0,M,1.0,High School,Single,$60K - $80K,Blue,18.0,5.0,2.0,2.0,2730.0,1351.0,0.623,2319.0,61.0,0.743,0.495
1656,Existing Customer,56.0,F,2.0,Graduate,Married,Less than $40K,Blue,45.0,4.0,3.0,3.0,2665.0,1844.0,0.5539999999999999,1880.0,58.0,0.758,0.6920000000000001
1657,Existing Customer,60.0,F,1.0,Graduate,Married,$40K - $60K,Blue,47.0,4.0,3.0,2.0,5015.0,2053.0,0.442,1325.0,29.0,0.381,0.409
1658,Existing Customer,54.0,M,4.0,Graduate,Married,$60K - $80K,Blue,36.0,4.0,3.0,3.0,6905.0,2303.0,0.7120000000000001,1370.0,25.0,0.7859999999999999,0.33399999999999996
1659,Existing Customer,48.0,M,3.0,Unknown,Married,$80K - $120K,Blue,41.0,5.0,2.0,2.0,5848.0,950.0,0.726,1961.0,51.0,0.545,0.162
1660,Existing Customer,33.0,M,1.0,College,Single,$80K - $120K,Blue,26.0,4.0,3.0,4.0,19136.0,1608.0,0.728,2501.0,55.0,0.528,0.084
1662,Existing Customer,35.0,M,2.0,Graduate,Married,$60K - $80K,Blue,24.0,5.0,1.0,3.0,7453.0,0.0,0.7120000000000001,1691.0,47.0,0.516,0.0
1663,Existing Customer,54.0,F,2.0,Unknown,Married,Less than $40K,Blue,43.0,4.0,3.0,3.0,6266.0,1819.0,0.7440000000000001,1456.0,27.0,1.077,0.29
1664,Existing Customer,29.0,F,1.0,College,Single,Less than $40K,Blue,23.0,4.0,3.0,4.0,4945.0,0.0,1.033,2743.0,69.0,0.769,0.0
1667,Existing Customer,48.0,M,3.0,Graduate,Unknown,$60K - $80K,Blue,36.0,3.0,3.0,2.0,6703.0,1252.0,0.625,1843.0,44.0,0.63,0.187
1669,Existing Customer,42.0,M,3.0,High School,Single,$60K - $80K,Blue,36.0,4.0,4.0,3.0,3337.0,795.0,0.524,3951.0,68.0,0.619,0.23800000000000002
1670,Existing Customer,55.0,M,3.0,Graduate,Married,$40K - $60K,Blue,36.0,3.0,3.0,3.0,2205.0,1337.0,0.65,1591.0,38.0,0.727,0.606
1671,Existing Customer,62.0,M,1.0,High School,Married,$40K - $60K,Blue,43.0,5.0,1.0,3.0,4450.0,1444.0,0.465,1326.0,44.0,0.419,0.324
1672,Existing Customer,33.0,F,0.0,Unknown,Married,Less than $40K,Blue,28.0,4.0,2.0,4.0,1438.3,0.0,0.9159999999999999,2914.0,70.0,0.591,0.0
1674,Existing Customer,39.0,M,1.0,Uneducated,Married,$40K - $60K,Blue,29.0,4.0,2.0,2.0,4323.0,1267.0,1.102,3078.0,58.0,0.611,0.293
1675,Existing Customer,56.0,M,1.0,College,Married,$80K - $120K,Blue,45.0,5.0,1.0,3.0,4145.0,1468.0,0.579,1238.0,36.0,0.5,0.354
1676,Existing Customer,36.0,M,1.0,Graduate,Married,Less than $40K,Blue,18.0,6.0,3.0,3.0,2032.0,1003.0,1.005,2454.0,46.0,0.586,0.494
1677,Existing Customer,29.0,M,1.0,College,Single,$80K - $120K,Blue,19.0,5.0,3.0,3.0,7010.0,2103.0,1.0070000000000001,2413.0,48.0,1.087,0.3
1678,Existing Customer,57.0,M,3.0,High School,Married,$120K +,Blue,50.0,3.0,3.0,2.0,3205.0,1530.0,0.6729999999999999,2126.0,58.0,0.657,0.47700000000000004
1679,Existing Customer,55.0,F,3.0,Post-Graduate,Married,Unknown,Blue,36.0,3.0,2.0,3.0,16547.0,1521.0,0.555,1782.0,48.0,0.33299999999999996,0.092
1680,Existing Customer,51.0,F,2.0,Graduate,Married,$40K - $60K,Blue,45.0,3.0,2.0,4.0,5930.0,0.0,1.19,2041.0,32.0,0.684,0.0
1681,Existing Customer,57.0,F,3.0,College,Single,Unknown,Blue,39.0,4.0,1.0,2.0,7469.0,1752.0,0.9229999999999999,2050.0,46.0,0.917,0.235
1682,Existing Customer,56.0,F,3.0,Graduate,Married,Less than $40K,Blue,45.0,6.0,2.0,3.0,2235.0,0.0,0.556,1229.0,27.0,0.35,0.0
1685,Existing Customer,53.0,F,3.0,Graduate,Married,$40K - $60K,Blue,44.0,3.0,3.0,4.0,2636.0,2357.0,0.654,1333.0,34.0,0.545,0.894
1686,Existing Customer,41.0,M,3.0,Graduate,Married,$40K - $60K,Blue,32.0,3.0,3.0,2.0,6425.0,915.0,0.958,2036.0,44.0,0.6920000000000001,0.142
